6.25E-5,10388.7
1.25E-4,1979.6
1.875E-4,2347.3
2.5E-4,1090.1
3.125E-4,1040.2
3.75E-4,1039.6
4.375E-4,994.0
5.0E-4,761.0
5.625E-4,730.2
6.25E-4,794.4
6.875E-4,746.3
7.5E-4,758.3
8.125E-4,811.7
8.75E-4,757.3
9.375E-4,727.7
0.001,698.4
0.0010625,693.4
0.001125,675.9
0.0011875,689.6
0.00125,692.3
0.0013125,678.1
0.001375,657.4
0.0014375,659.1
0.0015,666.2
0.0015625,674.0
0.001625,699.7
0.0016875,674.7
0.00175,677.4
0.0018125,682.1
0.001875,668.2
0.0019375,669.8
0.002,663.8
0.0020625,679.9
0.002125,662.5
0.0021875,664.8
0.00225,692.7
0.0023125,673.6
0.002375,642.0
0.0024375,632.0
0.0025,651.5
