2.5E-4,847.7
5.0E-4,241.4
7.5E-4,234.5
0.001,199.2
0.00125,179.2
0.0015,172.1
0.00175,180.7
0.002,154.6
0.00225,160.0
0.0025,156.8
0.00275,165.8
0.003,164.3
0.00325,155.7
0.0035,160.4
0.00375,157.6
0.004,155.0
0.00425,156.8
0.0045,155.3
0.00475,168.4
0.005,165.1
0.00525,162.7
0.0055,157.8
0.00575,163.5
0.006,163.8
0.00625,161.2
0.0065,155.1
0.00675,161.4
0.007,164.0
0.00725,172.9
0.0075,162.0
0.00775,175.0
0.008,172.1
0.00825,182.0
0.0085,176.8
0.00875,172.7
0.009,177.7
0.00925,174.2
0.0095,169.7
0.00975,171.7
0.01,173.1
