1.25E-4,3876.4
2.5E-4,643.3
3.75E-4,504.3
5.0E-4,352.0
6.25E-4,332.2
7.5E-4,353.7
8.75E-4,367.6
0.001,305.6
0.001125,313.4
0.00125,315.1
0.001375,306.5
0.0015,307.3
0.001625,306.1
0.00175,300.2
0.001875,312.5
0.002,314.4
0.002125,314.2
0.00225,307.7
0.002375,330.7
0.0025,310.7
0.002625,311.1
0.00275,319.7
0.002875,299.3
0.003,303.9
0.003125,312.0
0.00325,319.3
0.003375,310.9
0.0035,300.6
0.003625,301.0
0.00375,319.0
0.003875,313.2
0.004,340.0
0.004125,324.3
0.00425,331.4
0.004375,331.1
0.0045,323.7
0.004625,337.3
0.00475,327.9
0.004875,320.4
0.005,314.7
