6.25E-5,6844.6
1.25E-4,1969.5
1.875E-4,1531.6
2.5E-4,617.6
3.125E-4,543.2
3.75E-4,577.3
4.375E-4,603.5
5.0E-4,381.2
5.625E-4,417.9
6.25E-4,413.5
6.875E-4,385.7
7.5E-4,394.6
8.125E-4,412.2
8.75E-4,380.8
9.375E-4,379.5
0.001,324.8
0.0010625,339.3
0.001125,316.7
0.0011875,323.5
0.00125,330.6
0.0013125,341.8
0.001375,332.1
0.0014375,343.8
0.0015,334.8
0.0015625,333.3
0.001625,339.1
0.0016875,324.9
0.00175,339.6
0.0018125,336.2
0.001875,333.3
0.0019375,404.6
0.002,344.0
0.0020625,319.4
0.002125,319.8
0.0021875,324.5
0.00225,311.0
0.0023125,321.6
0.002375,305.6
0.0024375,319.8
0.0025,328.4
