2.5E-4,592.8
5.0E-4,233.4
7.5E-4,220.8
0.001,162.5
0.00125,166.5
0.0015,163.9
0.00175,165.8
0.002,154.2
0.00225,155.2
0.0025,164.6
0.00275,156.7
0.003,154.5
0.00325,147.8
0.0035,153.7
0.00375,151.8
0.004,152.9
0.00425,168.0
0.0045,152.0
0.00475,151.4
0.005,155.1
0.00525,154.2
0.0055,157.4
0.00575,156.9
0.006,157.2
0.00625,157.8
0.0065,163.0
0.00675,203.4
0.007,160.0
0.00725,173.6
0.0075,164.4
0.00775,169.5
0.008,181.9
0.00825,185.3
0.0085,177.2
0.00875,207.1
0.009,171.1
0.00925,171.1
0.0095,175.0
0.00975,164.2
0.01,168.9
