2.5E-4,789.0
5.0E-4,267.8
7.5E-4,213.1
0.001,173.9
0.00125,164.5
0.0015,158.6
0.00175,169.5
0.002,153.7
0.00225,153.4
0.0025,156.2
0.00275,152.6
0.003,158.3
0.00325,148.3
0.0035,153.4
0.00375,153.5
0.004,152.7
0.00425,149.8
0.0045,154.6
0.00475,152.8
0.005,148.5
0.00525,152.2
0.0055,154.4
0.00575,153.1
0.006,151.8
0.00625,156.4
0.0065,152.8
0.00675,156.4
0.007,153.0
0.00725,154.9
0.0075,150.5
0.00775,153.5
0.008,165.3
0.00825,163.4
0.0085,159.1
0.00875,166.9
0.009,167.0
0.00925,164.3
0.0095,170.2
0.00975,165.7
0.01,167.1
